rating,tanggal,ulasan,sentimen,,label
4,6 tahun lalu,"Sering maen mampir ke sini buat beli buah, selain karena dekat rumah, harganya juga lebih murah daripada yang lain, tempatnya juga nyaman meskipun bangunanya lama tapi ac nya tetep dingin jadi nyaman berbelanja",positif,,2
5,Diedit 4 tahun lalu,"Saya klo belanja bulanan ke Goro krn parkirnya luas tempatnya teduh, waktu sholat bisa ke Masjid dan nyaman waktu berbelanja.",positif,,2
5,4 tahun lalu,"Tempat belanja komplit. Nyaman utk belanja, makan, apalagi sholat. Biasa jadi tempat singgah kalo mau pulkam lewat tawangmangu.",positif,,2
4,Diedit 8 tahun lalu,"tempat belanja yg cukup familiar, food courtnya banyak, Masjidnya bagus, tempat parkirnya luas, harga juga gak bikin kantong jebol, rekomended juga buat yg perjalanan untuk isoma",positif,,2
5,8 tahun lalu,"menurut saya barang2 spt buah,  sembako,  dan semua bahan yg d butuhkan d dlm rmh itu lebih murah drpd supermarket lainnya.  jadi di sini sy menjadikan salah satu destinasi belanja saya.",positif,,2
5,7 tahun lalu,"tempat parkir luas, suasana santai, sejuk lorong untuk berjalan lebar  jadi ga berdesakan kalo mau belanja..",positif,,2
5,4 tahun lalu,"Tempat lengkap one stop shopping plus maajid dan foodcourt, ahowroom, berkuda, cuci, barber, jual tanaman. Nuansa syariah dan harga terjangkau.",positif,,2
5,6 tahun lalu,"Luas parkiran, luas hypermarketnya, nyaman utk belanja..... dan yg paling cocok sering ada pameran buku...😉",positif,,2
5,setahun lalu,Parkir luas masjid nyaman tempat makan banyak pilihan,positif,,2
4,5 tahun lalu,"tempat belanja keperluan dapur yang nyaman, tempat parkirnya luas dan gratis, cuma sayang  foodcourtnya diluar dan tidak ada koridor penghubungnya...",netral,,1
5,5 tahun lalu,"Seneng belanja disini tempatnya luas, komplit, masjidnya jg besar, tempatnya nyaman, pelayanan nya ramah, harga standar, banyak jajanan jajanan jg di depan 👌",positif,,2
4,9 tahun lalu,"Belanja agak mahal...sering ada pameran buku islam, baju muslim dll, pameran mobil...area parkir biasa utk sholat hari raya...masjid luas dan nyaman..",positif,,2
5,6 tahun lalu,"Mantab pokoknya
Rekomemded untuk belanja mingguan atau bulanan",positif,,2
5,setahun lalu,"Tempat paling nyaman, enakkk buat belanja bulanannn",positif,,2
5,setahun lalu,"Seneng banget belanja disini, lokasinya deket, ngga perlu jauh2, semuanya ada",positif,,2
5,9 tahun lalu,"Tempat belanja kebutuhan sehari2, baju, properti dan t4 bermain anak. Jika sedang ada pameran buku, gudangnya pecinta buku Islami",positif,,2
5,8 tahun lalu,"Tempatnya bagus. Mewah. Cocok bagi muslim yang nyari barang bagus, Halal dan sekalian mau Sholat. Parkirnya juga gratis. Mantap lah",positif,,2
1,setahun lalu,"Berangkat ke assalam pulang2 wassalam hilang sepatuku di cantelan motor, sebelumnya temenku juga hilang belanjaannya sebelumnya tapi ketemu",negatif,,0
5,6 tahun lalu,"Lokasinya kan deket ums, banyak mahasiswa yg belanja bulanan di sini. Karna emng murah jg si. Rutin ngadain pameran buku dan fashion jg.",positif,,2
5,4 tahun lalu,"sebelah barat kampus UMS, tempat sangat luas,parkir luas,berbagai macam kebutuhan pokok komplit dan harga terjangkau yg pasti halal...",positif,,2
5,8 tahun lalu,"Saya sukaaa kesini komplit belanja,main untuk anak,aneka jajanan dan kuliner dan kadang ada event event yang menarik seperti pameran buku, busana muslim,pameran hewan,pameran elektronik,hp dll",positif,,2
3,8 tahun lalu,Parkir sangat luas.. tempat belanja jg luas.. ada food courtnya jg.. tempat yg ideal buat belanja dan jg rest area...,positif,,2
5,7 tahun lalu,"harga merakyat, belanja cukup hemat, banyak event disini contohnya lomba marawis, bazar pakaian muslim muslimah, bazar buku, dsb",positif,,2
5,4 tahun lalu,"Tempatnya bagus, rame, banyak yg jualan dan semuanya tersedia disini. Highly recommended",positif,,2
5,6 tahun lalu,Parkir kendaraan luas dan nyaman,positif,,2
5,3 tahun lalu,Tempat belanja bernuansa islami. Tempatnya luas dan sangat nyaman. Staf- stafnya ramah-ramah. Menjadi salah satu tempat belanja favorit keluarga kami.,positif,,2
5,4 tahun lalu,"Capek belanja bisa nyobain kursi pijat disitu, cuma 10ribu untuk 10 menit, berlaku kelipatan 😀👍",positif,,2
5,Diedit 7 tahun lalu,"Untuk solat masjid komplek Assalam Hypermarket selalu menyenangkan.
Untuk harga barang belanjaan...termasuk standar tidak termasuk mahal ataupun murah. Supermarket nya luas dan lumayan lengkap.",positif,,2
4,9 tahun lalu,"Supermarket bernuansa Muslim yang sangat ramah, bersih dan lengkap diarea solo barat. Harga sagat terjangkau, banyak diskon. Parkir sangatt luas. Good",positif,,2
5,6 tahun lalu,"Pusat perbelanjaan yg sangat Bagus, dimana banyak fasilitas pendukung lainnya seperti lahan parkir gratis, masjid, warung makan",positif,,2
4,7 tahun lalu,"Barang dagangan komplit, kualitas ok, pelayanan cepat, areal toko dan parkir luas. Yg paling  utama masjidnya besar bagus.",positif,,2
5,5 tahun lalu,Tempat belanja yg super nyaman didaerah Kartasura... Tempat luas parkir gratis... Banyak food court juga... Pkk.nya is the best lah...👍,positif,,2
5,2 tahun lalu,"Supermarket yang lengkap
Pelayanan baik
Parkiran luas, gratis untuk motor
Ada masjid",positif,,2
5,setahun lalu,Parkir luas. Masjid besar. Pokok e recommended,positif,,2
5,7 tahun lalu,"Tempat belanja kebutuhan sehari-hari super lengkap murah dan fasilitas parkir yang luas.
Minus jika kondisi hujan sedikit repot ke parkiran",netral,,1
5,5 tahun lalu,Love buat belanja disini...... Parkir mudah apalagi buat emak emak kyk gue..... Harga murah..... Tempat belanja nyaman luas..... Komplit mau apa aja ada.....,positif,,2
5,7 tahun lalu,Tempat belanja keluarga nuansa muslim dengan fasilitas masjid yang besar bisa untuk sholat jamaah jadi nyaman tidak usah khawatir untuk sholat berjamah tepat waktu,positif,,2
5,Diedit setahun lalu,"Tempat grosir lengkap, murah, tempat luas, parkir juga luas, pelatanan ramah",positif,,2
5,Diedit 2 tahun lalu,"Harga sangat terjangkauuuu, barang selalu update dan ditata dengan rapi,  pelayanan prima, kualitas barang baguuus, karyawan ramah-ramah. Rutin tiap bulan selalu kesinii",positif,,2
5,5 tahun lalu,"senang ke assalam hypermarket karena yg mjaga stan ataupun kasirnya bpakaian sopan, mengajak anak2 juga aman, lengkap, arena parkir luas, ada sarana ibadah yg nyaman, toilet bersih, komplit",positif,,2
4,6 tahun lalu,"Lumayan luas, barangnya beraneka ragam. Ada arena bermainnya juga. Sering ada pameran buku islami.",positif,,2
5,7 tahun lalu,"Favorit banget belanja disini,t4 jajan n kuliner KOMPLIT n enak2,mushola??gak ada..tp MASJID 🤣 mantebhh gak tuh, arena bermain anaknya pun banyak dan murah, banyak yg belom tau kalo harga sembako disini bahkan lebih murah dr lu*es lhow,pokoknya kalo bisa nambah bintang tak tambah lagi😂",positif,,2
4,7 tahun lalu,"Enakan aja. Kalau pas adzan jadi lebih mudah cepet ke masjid, supermarket yang masjidnya juga super dong. Gak cuman ruang yang muat sedikit orang. Alhamdulillah. Barokallah.",positif,,2
5,4 tahun lalu,Moment yang dinantikan kalo kesini islamic  book fair. Tapi sedih semenjak corona standnya berkurang banyak 😔,netral,,1
4,3 tahun lalu,"Hujan lebat, akses dari parkiran motor akan basah jika tidak ada kanopinya.. Mohon diperhatikan",negatif,,0
5,7 tahun lalu,"Nyaman, longgar, bersih dan rapi. Produk halal. Variasi barang smg bisa lebih lengkap dan semakin murah lagi. Suka belanja di sini. Tks",positif,,2
5,6 tahun lalu,Menjual berbagai kebutuhan pokok. Harganya termasuk paling murah. Sering mengadakan bazar buku dan pakaian muslim.,positif,,2
4,4 tahun lalu,"Pas buat ampiran  yg merasa kelelahan, kehausan, kelaparan. Tempatnya lumayan luas, disini jual berbagai kuliner dan makanan",positif,,2
5,7 tahun lalu,Tempat langganan kalo belanja bulanaan 😍 harga terjangkau dan lumayan lengkap untuk kebutuhan sehari hari. Ada foodcourt dan masjid juga,positif,,2
5,3 tahun lalu,"Lengkap,murah dan parkir gratis",positif,,2
5,8 tahun lalu,"Barang yg ditawarkan lengkap,  pelayanan memuaskan,  tempat parkir luas dan harga yg ditawarkan terhitung lebih murah dibandingkan dng outlet yg serupa",positif,,2
4,5 tahun lalu,"Tempat belanja yang murah dan lengkap. Banyak jajanan dan makanan yg enak juga didepannya. Plus sering ada pameran buku, pameran tanaman dll",positif,,2
5,6 tahun lalu,"Parkir luas gratis,  banyak barang sering promo,  masjid luas,  makanan banyak pilihan dengan harga terjangkau",positif,,2
2,6 tahun lalu,Harga lebih exspensive dibanding lu**s. Tempat belanja sperti lott* mart. Untuk aneka daging ikan atau buah sayur lumayan lengkap,positif,,2
3,6 tahun lalu,Pusat perbelanjaan islami lokasi di pinggir barat kota solo...agak jauh dr kota solo...tempat parkir luas & gratis...masjid besar dan cukup representatip...tersedia foodcourt,positif,,2
5,5 tahun lalu,Lengkap dan murah. Hanya saja tidak tertata dengan rapi tiap lorong kebutuhan nya. Parkir gratis,positif,,2
4,6 tahun lalu,"Cocok buat yg mau belanja grosiran harganya lumayan murah apalagi kalo pake kartu member, sering ada event2 juga",positif,,2
4,7 tahun lalu,Paling suka klo ada promo Anggur disini 😚,positif,,2
5,7 tahun lalu,"tempat belanja hemat,arena bermain anak2 paling murah se solo raya, parkiran luas&gratis, masjid besar&bersih..",positif,,2
5,4 tahun lalu,"Kalau belanja keperluan kos semua nya di sini,ga pernah di tempat yang lain, selain harga nya sesuai kantong ,barang2 nya juga lengkap,pelayanan juga bagus",positif,,2
5,6 tahun lalu,"parkir gratis,bersih,luas,masjid nya indah
ada komplej Solo Berkuda n latihan panahan",positif,,2
4,5 tahun lalu,Jam buka tokonya tidak sesuai yang di pintu masuk. Di pintu jam 08.00 tapi toko bukanya jam 9. Untuk harga barang sangat murah dan pelayanan ramah.,netral,,1
5,8 tahun lalu,barang cukup lengkap. harga bisa bersaing. parkir kendaraan luas. ada foodcourt dan area bermain anak,positif,,2
5,6 tahun lalu,Nyaman parkir luass,positif,,2
5,2 tahun lalu,"Barang barangnya murah dan berkualitas, apalagi yang punya muslim tambah semangat belanja kesana",positif,,2
5,9 tahun lalu,"Tempat luas n free parking,n ga bikin macet Jalan,kalo pas pameran ramenya waow bgt",positif,,2
5,8 tahun lalu,"Tempatnya luas, lapang, kurang 1. Banyakin tempat duduk dong...😊. Jadi bisa duduk sambil makan buah siap saji disana",positif,,2
5,8 tahun lalu,"Lumayan nyaman, cukup lega tempat belanja dan parkir bukan akhir pekan tak ketinggal aspal baru utk lingkungan dan parkir",positif,,2
5,9 tahun lalu,"Parkir luas gratis, masjid besar sangat terawat, beli keperluan sehari-hari cukup lengkap",positif,,2
4,7 tahun lalu,"Supermarket serba ada, mebel, herbal, ada masjid yg bersih, kantin yg beraneka ragam, cuci mobil-motor, jual beli mobil, barber shop, parkir gratis",positif,,2
5,5 tahun lalu,Tempat bagus nyaman dan bisa menjd salah satu pilihan utk berbelanja kebutuhan yg sangat lengkap,positif,,2
5,5 tahun lalu,"Hipermart, lengkap dg fasilitas serba ada, dr kebutuhan sehari2 sampai belajar berkuda jg ada.",positif,,2
5,5 tahun lalu,Terletak di dekat ums. Tempatnya nyaman aman. Tokonya menjual segala barang buku. Peralatan sekolah . Barang barang kebutuhan sehari hari,positif,,2
5,7 tahun lalu,Tempat belanja yg nyaman...kualitas brg jg bagus..hrg nya top deh..murah meriah di jamin gak nguras isi dompet...,positif,,2
4,Diedit seminggu lalu,"belanja syariah, kalau hari keagamaan buat sholat idul adha dan idul fitri",positif,,2
5,8 tahun lalu,"Di depan ada Masjidnya. Besar, bagus, bersih dan nyaman. Salah satu spot yang nyaman sebagai rest area di daerah Pabelan. Ada soto yang enak di dekat Masjid. Wajib coba😋",positif,,2
4,7 tahun lalu,Nyaman berbelanja. Luas. Parkir oke. Ad masjidnya. Toilet oke. *smg kasir keranjang express diadakan lagii.,positif,,2
5,7 tahun lalu,"Tempat belanja yang nyaman, parkirnya luas, masjid nya juga nyaman. Di sini sering juga di pake pameran dan Bazaar buku. Oh iya, arena kulinernya juga asyik.",positif,,2
5,Diedit 4 tahun lalu,"Jika ingin belanja dg nyaman, ini pilihannya
Serba ada, lengkap dan nyaman, parkir luas dan gratizzzzzz... 👍👍",positif,,2
5,4 tahun lalu,"Ramai, lok luas, parkiran luas, Masjid luas, mo makan di depan tinggal pilih, pokoknya mantab",positif,,2
5,7 tahun lalu,"T.O.P barang lengkap pelayanan jogja buangeet cepet dan ramah...
Pertama kali kesini karena sekalian jalan juga jadi recommended buat yang pada berkunjung. 😊😊",positif,,2
4,4 tahun lalu,1 Lokasi Yg Lumayan Komplit ... Dari Supermarket Fashion Furniture Kuliner Elektronik Otomotif Barbershop & Masjid Yg Luas Bersih,positif,,2
4,7 tahun lalu,"Salah satu pusat perbelanjaan terlengkap disolo barat, tempat nyaman dan luas, fasilitas jg terawat baik, harga terjangkau",positif,,2
5,4 tahun lalu,"Hampir tiap bulan belanja di sini dengan ownernya AmaloveCare. Suasana islami, harga cukup murah, dekat dengan masjid. Parkirnya gratis lagi",positif,,2
5,6 tahun lalu,"Tempat Berbelanja yang menyenangkan, harga terbaik, kualitas terjamin, dan pelayanan yg ramah. fasilitas lengkap",positif,,2
5,6 tahun lalu,"Luas sekali, parkir gratis",positif,,2
5,5 tahun lalu,"Luas, banyak pameran, barang lengkap, bwr AC, pelayanan ramah..... langganan bulanan kalo kesini",positif,,2
5,6 tahun lalu,"Parkir luas, jenis barang dijual lebih variatif dibanding superindo (mungkin sedikit lebih mahal).",positif,,2
4,7 tahun lalu,"+ kasir banyak dan beroperasi semua
+ pelayanan ramah
+ parkir luas

- pilihan barang kurang bervariasi (busana, alat masak, kosmetik)",positif,,2
3,8 tahun lalu,Lumayan buahny lengkap... banyak promo...,positif,,2
5,6 tahun lalu,"Tempat belanja yg nyaman & murah.... Ada masjid besar, gak khawatir terlambat waktu sholat 😍",positif,,2
5,2 tahun lalu,Tempat ternyaman buat beli belajaan mingguan maupun bulanan,netral,,1
5,8 tahun lalu,"cocok untuk belanja bulanan, ada masjid, parkir lumayan luas (gratis) ada tempat untuk mainan anak juga",positif,,2
4,7 tahun lalu,"Pusat belanja, refreshing,wisata kuliner, pameran buku dan busana muslim dan herbal, hiburan, semuanya ada. Parkir luas.",positif,,2
5,3 tahun lalu,Tempat strategis sangat luas mulai dari gedung dan parkir. Pelayanan bagus barang barang bagus dan sangat lengkap dan profesional.,positif,,2
5,Diedit 4 tahun lalu,"Tempat luas,  cocok utk anak anak,  ada masjid,  parkir gratis,  banyak kuliner",positif,,2
5,4 tahun lalu,"Tampat nya besar parkir motor/mobil luas
Makanan nya disana enak dan menarik",positif,,2
5,5 tahun lalu,"Pelayanan ramah, hrg tdk mahal, lengkap, bnyk stand makanan, dkt masjid...nuansa islami",positif,,2
5,6 tahun lalu,Swalayan favorit di Solo. Ada fasilitas masjid yg sangat nyaman. Setelah selesai kajian Ahad pagi biasanya belanja buah d Hypermart,positif,,2
5,5 tahun lalu,"Nyaman dan aman utk berbelanja, prokes utama, harga jg murah.. selalu ada promo",positif,,2
5,5 tahun lalu,"Tempat belanja yg nyaman parkir luas dan gratis, tersedia masjid yg Selalu sholat berjamaah,",positif,,2
5,7 tahun lalu,Alhamdulillah.... segala kebutuhan rumah tangga bisa didapatkan di Assalaam hypermarket....kulinernya juga lengkap murah dan enak..... masjidnya bagusss.. nyaman untuk ibadah,positif,,2
5,4 tahun lalu,Tempat belanja sekaligus wahana keluarga untuk bercengerama. Ada perubahan penampilan karyawannya yang lebih sporty.,positif,,2
5,7 tahun lalu,Tempat nya nyaman..... Dekat masjid dan banyak  tempat istirahat  juga stand makan....pokoknya ingin balik lagi dech....,positif,,2
5,7 tahun lalu,Harga murahh meriahh. Banyak diskonan. Cocok menemani belanja bulananku. Pilihan tidak kalah saing demgan market lainnya. Good job!,positif,,2
4,5 tahun lalu,"Suka, tapi parkirnya motor jauh, ngk ada pintu masuk di samping, jd agak jauh klau masuk toko, jajanan lumayan bmyk",negatif,,0
5,4 tahun lalu,"Solusi awal bulanan, harga terjangkau serta pilihan baik rumah tangga, kendaraan, konsumsi, dll tersedia",netral,,1
5,5 tahun lalu,"Tempat belanja nyaman,terjangkau..parkir luas gratis..ada tempat kuliner lengkap..",positif,,2
5,6 tahun lalu,Tempat buat belanja bulanan sambil ngajak main cyla..komplit dech dan super murah...tempat main yg murah..harga sembako jg murah Topp👍,positif,,2
5,7 tahun lalu,"Parkirnya gratis tempat parkirnya luas
Enak buat jalan2 dan belanja..
Ada area bermain buat anak juga",positif,,2
5,7 tahun lalu,"Sering ada bazar (buku, makanan, hijab, baju muslim dll) Ramadhan ini ada bazar pakaian muslim dari anak sampai dewasa",positif,,2
5,2 tahun lalu,"Di luar supermaket banyak toko pakaian. Ada juga toko roti,dll. Puas belanja disini",positif,,2
5,4 tahun lalu,"Nyaman dan tenang belanja  disini. Apalagi saat mau shalat, masjidnya bagus dan bersih",positif,,2
5,Diedit 7 tahun lalu,Tempat belanja yg lengkap plus tempat bermain anak yg nyaman.longgar jadi kalau milih kebutuhan tidak berdesak2an...sangat islami,positif,,2
5,7 tahun lalu,"Parkir kendaraan gratis
Karyawan ramah
Tersedia masjid juga, jadi memudahkan pelanggan untuk beribadah",positif,,2
5,4 tahun lalu,"Tempat belanja luas dan produk lengkap, parkir luas, masjid yang nyaman dan bersih, harga kompetitif",positif,,2
5,4 tahun lalu,"Lengkap semua kebutuhan hidup, ada bazar dan festival buku dan busana muslim yg mantap..",positif,,2
4,4 tahun lalu,"Ya gitu,komplit disana hampir semua yang kamu cari ada...murah2 lagi,jadi sekalinya belanja mungkin bisa hampir 1 juta",positif,,2
4,5 tahun lalu,"Alhamdulilah tempat perbelanjaan islami yg bagus,dengan masjid yg cukup besar,bersih,parkir gratis pula🤗",positif,,2
5,7 tahun lalu,"Tempat shoping,rekreasi anak,kuliner. Parkir luas,yg penting lg masjidnya dekat...MANTAP👍👍👍",positif,,2
5,5 tahun lalu,"Langganan kalo belanja. Kasirnya teliti & blm pernah salah hitung selama belanja, beda dengan toko sebelah, kadang sering salah input",positif,,2
5,7 tahun lalu,"Tempat belanja nyaman, banyak fasilitas yang ada seperti foodcourt, masjid, dan sering diadakan pameran islami dan masih banyak lagi...",positif,,2
5,7 tahun lalu,"Bersih, adem, suasananya enak (lagu2nya religi), tempat makan nya enak murah, masjidnya bersih dan bagus",positif,,2
5,6 tahun lalu,"Hypermarket Assalam
banyak tersedia kebutuhan untuk sehari hari harganya pun dibilang terjangkau
halaman parkir yang luas ditambah tidak ada penarikan untuk biaya parkir membuat pengunjung bisa sedikit lega.",positif,,2
5,7 tahun lalu,"Parkir luas, lingkungan bersih, tempat makan banyak, belanja juga cukup lengkap.
Rekomended :)",positif,,2
5,4 tahun lalu,Kalo kesini cm nganter anak2 main di kids fun nya. Termasuk murah meriah..👍🤣,positif,,2
5,5 tahun lalu,"Murah banget sih di Assalam. Parkirnya juga luas, pegawainya ramah banget. Sama protokol kesehatan beneran dijalanin, salah masker saja tidak boleh masuk ke supermarketnya.",positif,,2
5,4 tahun lalu,"Tempat belanja yg lengkap & nyaman. Parkir luas, masjid besar.",positif,,2
3,7 tahun lalu,Nice. Parkir gratis cyiiinnnt,positif,,2
5,4 tahun lalu,Tempat belanja favorit saya.. Parkir cukup luas.. Ada masjid yg bagus.,positif,,2
5,5 tahun lalu,"Tempat yg nyaman untuk berbelanja, luas,lengkap dan barang yg dijual dipastikan kehalalannya.",positif,,2
5,5 tahun lalu,"Tempat belanja yg menyenangkan, pameran buku & fashion, lengkap dg masjid & parkir yg nyaman",positif,,2
4,8 tahun lalu,"harganya murah, banyak jajanan dan bisa ikutan kajian di masjid sebelah

jd lengkap kegiatan sekeluarga ❤",positif,,2
1,6 tahun lalu,"Hypermart yang ada masjid di samping nya , biasanya dapat digunakan transit orang dari luar kota atau perjalanan jauh untuk beristirahat sambil menjalankan sholat",netral,,1
5,7 tahun lalu,"Harga terjangkau dan nyaman. Pilihan fresh food nya juga banyak. Hanya buah2 nya kutang berkualitas, jeruk mangga asem.",netral,,1
5,5 tahun lalu,Tempat belanja yg nyaman dan lengkap..dan yg jelas ada masjidnya..belanja tanpa takut telat sholat berjamaah,positif,,2
5,4 tahun lalu,"Tambah luas,ada masjidnya...pangling sdh lama tdk kunjungi",positif,,2
5,5 tahun lalu,"Tempatnya luas jarak antar pengunjung aman, nyaman, ada pengingat sholatnya..",positif,,2
4,8 tahun lalu,"Harga terjangkau dan komplit. Sering mengadakan event seperti : pameran buju murah, bazar, lomba2, dll.",positif,,2
5,Diedit 7 tahun lalu,"Tempat belanja yang asyik, dengan tempat yang luas, parkir gratis, ada masjid di kompleks ini jadi nuansa islami banget kalo anda belanja disini.",positif,,2
4,7 tahun lalu,"Area parkirnya luas, ada masjid besar, tapi supermarketnya kurang lengkap dan jarang harga diskon",negatif,,0
5,4 tahun lalu,"Nyaman dan luas, belanja sambil jalan jalan asyik...ditambah ada masjidnya yg luas juga..",positif,,2
5,8 tahun lalu,Mushola nyaman. Parkir gratis. Sering mengadakan bazar buku dan baju muslim. Keren!,positif,,2
5,Diedit 2 tahun lalu,"Aku selalu belanja di Assalam Hypermart karena di sini tempatnya mudah jangkau tentunya, parkiran luas banget gk usah ditanya lagi dan tentunya murah2 guys kalo belanja di sini cocok buat anak kos kek aku dan cocok buat ibu2 yang pengen masak enak tapi takut keluar uang banyak. Yuk belanjaa di Assalam Haypermart.",positif,,2
5,7 tahun lalu,harga murah...parkir gratis... free wifi... foodcourt dan kuliner lengkap... tempatnya nyaman dan bersih,positif,,2
5,7 tahun lalu,Lokasi strategis tempat parkir luas dan aman...sementara belanja kebutuhan sehari hari juga komplit,positif,,2
5,5 tahun lalu,"Tempat belanja islami yang nyaman untuk keluarga. Parkir gratis, ada fasilitas masjid yang besar. Juga ada food corner",positif,,2
5,7 tahun lalu,Tempat luas bersih cocok buat belanja keluarga terutama bagi anda kaum muslim,positif,,2
5,5 tahun lalu,Parkir gratis. Produk Lengkap. Satpam ramah. Disini gk bisa pakai masker Scuba,positif,,2
5,4 tahun lalu,"Komplittt, bisa cari apa aja disini dan harganya murah murahhh cocok buat anak kos dan buk ibukkk pecinta diskon",positif,,2
5,6 tahun lalu,"Assalam hypermarket tp.berbelanja di jaln solo-boyilali pabelan surakarta..mempunyai tempat yang luas dan nyaman untuk berbelanja,,dan mempunyai tp.parkir yg luas bahkan sering untuk pertunjukan lumba-lumba,bazar buku,jual beli mobil bekas..silahkan berkunjung..",positif,,2
3,7 tahun lalu,Cocok bagi wanita berhijab yang bingung harus beli gamis dimana dengan budget kecil. Bisa datang ketempat ini. Recommended.,positif,,2
4,8 tahun lalu,"Tempat belanja dengan parkir luas  tersedia masjid yang besar dan bersih, food court dan pasar mobile..",positif,,2
5,4 tahun lalu,Belanja disini sangat nyaman...tempatnya luas barangnya komplit...parkir luas ..gratis juga parkirnya...mantap..,positif,,2
5,9 tahun lalu,"Nuansa islami. Bersih, luas, sejuk.
Ada banyak fasilitas disini.
Masjid, ATM, Toilet, arena bermain.
Parkir juga luas banget",positif,,2
3,6 tahun lalu,Dulu pada masanya... ramai luar biasa... sekarang seiring menjamurnya mall di sekitar... jadi berkurang pengunjungnya...,negatif,,1
4,7 tahun lalu,Hypermart murah sesuai kantong masyarakat.  Banyak diskon dan pameran islami. Tempatnya luas ditambah area masjid yang megah.  Top lah,positif,,2
5,7 tahun lalu,"tempat luas, belanja nyaman, harga muraah... parkir gratis, good bgt deh broo",positif,,2
5,9 tahun lalu,Tempatnya luas dan tidak memiliki lantai 2 jadi tidak capek naik turun tangga. Barang2 nya pun dijual dengan harga grosir,positif,,2
5,8 tahun lalu,Komplit dan semua kebutuhan rumah tangga ada disitu semua. Ada pengingat waktu sholat dan belanja jg nyaman.,positif,,2
5,7 tahun lalu,"Paling asyik belanja disini,cuman gak ada AC nya,jadi  panas  dan berkeringat......harga lebih murah dari pada yg lain",positif,,2
5,3 tahun lalu,"Tempat parkir luas, tempat belanja di dalam juga luas jadi merasa nyaman",positif,,2
5,7 tahun lalu,Parkirnya luas dan gratis meskipun berkali2 keluar masuk tetep dilayani dg baik 😎😎,positif,,2
5,8 tahun lalu,"Tempat luas.semua barang tersedia.parkir luas
Tinggal pilih...yg anda suka",positif,,2
5,5 tahun lalu,Tempat nya luas banget. Sekalian olah raga belanja disini. Harga bersaing banget.,positif,,2
5,7 tahun lalu,Area parkir yang luas. Didalam nya juga ada masjid dan untuk kulinernya banyak menunya juga,positif,,2
5,7 tahun lalu,Selain luas dan lengkap di hypermarket ini tempatnya bisa buat nge-drift pakai troli,positif,,2
5,5 tahun lalu,Tempat berbelanja barang kebutuhan rumah tangga yang oke di Solo Raya. Parkir luas.,positif,,2
5,6 tahun lalu,belanja murah disini tapi ane gak suka bagian belakang yang buat masuk motor kadang sampah nya menganggu mungkin bisa dipindahkan,negatif,,0
4,8 tahun lalu,"Dekat jalan, tempat juga nyaman, oh iya jangan lupa bawa uang buat bayar yak 😂 tp pakai uang online juga bisa asal jangan pakai bitcoin 😂😂😂😂 sultan mah bawa atm kemana-mana😂  😐",positif,,2
5,7 tahun lalu,"Tempat belanja yg nyaman bagi orang Islam karena fasilitas Masjid yg besar taman parkir yg luas,  .......Alhamdulillah",positif,,2
5,5 tahun lalu,"Pelayanan cukup puas. Harga bersahabat poll.
Alhamdulillah fasilitas memadai dan Kelengkapan barang"" muwanteb",positif,,2
4,8 tahun lalu,"Supermarket yg lengkap dan harga bersaing. Selain supermarket ada foodcourt yg cukup lengkap, stand pakaian, dan ada show room jual beli mobil bekas",positif,,2
3,6 tahun lalu,"Harga barangnya masih lumayan murah
sekarang juga mulai menampilkan hiburan2 buat anak serta bazar2 murah",positif,,2
5,6 tahun lalu,"Tempat luas, fasilitas lumayan lengkap, banyak pilihan...
#dariorangdaerahlain",positif,,2
4,10 tahun lalu,"Tempatnya terlalu jauh dari pusat kota. Bagusnya jika ada event pameran buku Islam, pasti penuh dengan tenant-tenant dari penerbit buku Islam ternama",netral,,1
5,5 tahun lalu,"Parkir gratis, masjid besar, jajanan nya enak enak, barang nya yg dijual jg murah murah",positif,,2
5,4 tahun lalu,Nyaman tp tolong ac nya lebih dingin soalnya agak gerah kalo didalem,negatif,,0
5,6 tahun lalu,"tempatnya luas bgt, lengkap, murah, cocok untuk belanja anak2 kos ums",positif,,2
4,4 tahun lalu,"Staff ramah dan isi cukup lengkap, dibagian luar/halaman banyak penjual makanan/jajanan ringan",positif,,2
5,7 tahun lalu,"Tempat luas utk semua aktivitas keluarga..sarana belanja,ibadah,kuliner dll biisaaaa semuaa 😍😍",positif,,2
5,5 tahun lalu,"Terbaik deh. Cari baju, aksesorin, kebutuhan, ada semua.
Paling fav kalau cari gamis dan hijab.",positif,,2
5,Diedit 7 tahun lalu,"Lengkap, parkir luas, masjid besar. Bagus, tapi food court perlu ditingkatkan kualitasnya.",positif,,2
3,7 tahun lalu,Cocok banget buat mahasiswa belanja bulanan karena harganya yg oke dan terbilang lengkap juga.,positif,,2
4,4 tahun lalu,"Satpam parkir sepeda motor kadang suka galak, kurang ramah. Kan bawa nama Assalam. Agak murah senyumlah. 👀",negatif,,0
5,4 tahun lalu,"Belanja hemat, halal, lengkap.. memenuhi kebutuhan anda.. segera belanja di hypermat sebelum vaksin diwajibkan bagi pengunjung hehehe",positif,,2
5,7 tahun lalu,Cocok bgt buat yg nyari gamis gamis syar'i murah Kalo lagi bazar. Buruan kesana cakep2 gamisnya,positif,,2
5,4 tahun lalu,Tempat belanja nyaman dan islami...tempat parkir luas tersedia masjid yg nyamab,positif,,2
