ulasan,final_text,sentimen,label
"Parkiran luas...
Tempat belanja jg luas...
Tapi rasanya penerangan didalam gedung kurang cetarr... kurang teraaaang maksimal (menurut saya) utk yg di shelter buah dan sayur terang banget.
Harga ga jauh beda sama supermarket lain.
Lokasinya strategis pinggir jalan besar utama.",parkir luas belanja luas terang dalam gedung cetarr teraaaang maksimal shelter buah sayur terang harga beda supermarket lokasi strategis pinggir jalan utama,positif,1
"Luas. Harga terjangkau. Ada pamerannya fashion dan buku tiap 3 bln s x. Ada berkuda, food court. T4 luas bgt. Parkir gratis. Rekomended untuk belanja dan refreshing bersama keluarga",luas harga jangkau pamer fashion buku bln kuda food court luas banget parkir gratis rekomended belanja refreshing keluarga,positif,1
"Tempat belanja terluas.  Tersedia tempat parkir motor yg teduh. Ada area food court di dalam & di luar gedung utama.  Ada Masjid yg luas yg setiap ahad di gunakan untuk pengajian.  Ada tempat berkuda.  Kadang juga ada lomba buat kicau mania. Terdapat ATM mandiri, atm permata bank,  ATM bukopin,  & terdapat bank BMT. Ada barbershop juga di depan area food court.  Ada Fun Kids (seperti timezone). Ada Kursi pijat juga.  Banyak terdapat stand.  Mulai dari busana Muslim, kerajinan UMKM Solo,  alat olahraga,  furniture,  make up,  alat tulis,  apotek,  buah & sayur, Showroom Mobil Secondhand,  Stand Mobil,  baju,  sendal,  stand buku Islami & Alqur'an. Bayarnya pun bisa pakai e-Payment.",belanja luas sedia parkir motor teduh area food court gedung utama masjid luas ahad aji kuda kadang lomba kicau mania atm mandiri atm permata bank atm bukopin bank bmt barbershop area food court fun kids timezone kursi pijat stand busana muslim rajin umkm solo alat olahraga furniture make up alat tulis apotek buah sayur showroom mobil secondhand stand mobil baju sendal stand buku islami alqur an bayar pakai payment,positif,1
"Cukup lengkap tapi masih kurang....
Supermarket besar Ex Goro Assalaam (Join ex Goro dan PPMI Assalaam) sudah cukup tua / berdiri cukup di soloraya. Lumayan lngkap dan bernuansa lebih islami karena berafiliasi dengan pesantren assalam, ada masjid besar, foodcourt, permainan anak2, parkiran luas dan gratis.
Harga barang nya cukup murah, ada mamber khusus untuk diskon kalo mau di jual kembali. Parkiranya luas Masjidnya gedhe banget. Ada taman bermainya. Biasa buat belanja mebel
Menurut saya perlu dimake up lg dibeberapa sisi bangunan juga penataan counter pedagang seharusnya bisa lebih baik dan rapi lagi. Overall OK!",lengkap supermarket ex goro assalaam join ex goro ppmi assalaam tua diri soloraya lumayan lngkap nuansa islami afiliasi pesantren assalam masjid foodcourt main anak parkir luas gratis harga barang murah mamber khusus diskon kalo jual parkiranya luas masjid gedhe taman berma belanja mebel dimake up beberapa sisi bangun tata counter dagang rapi overall,positif,1
"Tempat belanjan kebutuhan sehari-hari yang relatif lengkap dengan harga bersahabat. Ada masjid, ada kantin, tempat parkir luas. Toilet terjaga kebersihannya. Ada game station juga, sehingga apabila belanja dengan anak, bisa sekalian mengajak mereka main.",belanjan butuh hari relatif lengkap harga sahabat masjid kantin parkir luas toilet jaga bersih game station belanja anak ajak main,positif,1
"Anak-anak kampus sekitar sering nyebutnya ""kuy ke Goro Assalaam"". Tempat belanja yang berkahnya MasyaaAllah. Walaupun di tengah pandemi gini Alhamdulillah rame terus. Mereka juga sering ngadain bazar, mau jajanan juga ada tenang udah baris rapih kok.

Yang paling suka banget di sini itu karena ada Masjidnya :). Kangen kajian di sini :')

Untuk parkir aman guys, InsyaaAllah. Ada petugas parkir yang setia ngejagain. Parkirannya lu to the as LUASSS. khusus mobil ada, khusus motor tentunya ada juga. Parkirnya FREE :) Ngga ketinggalan nya juga ada atm ya di sini. Enjoy guys",anak anak kampus nyebutnya kuy goro assalaam belanja berkah masyaaallah pandemi gin alhamdulillah rame ngadain bazar jajan tenang baris rapih suka masjid kangen kaji parkir aman guys insyaaallah tugas parkir setia ngejagain parkir to the as luasss khusus mobil khusus motor parkir free tinggal atm ya enjoy guys,positif,1
Sekarang t4nya lebih bagus. Byk gantungan di atap nya. Byk kuliner stand juga. Byk pilihannya,tnya bagus byk gantung atap byk kuliner stand byk pilih,positif,1
"Lengkap banget,  Masjid besar,  food court,  parkir,  smuanya ada dan luas",lengkap masjid food court parkir smuanya luas,positif,1
"tempat yang luas, nyaman, lengkap dengan segala macam kebutuhan sehari-hari dan tentunya dengan harga yang murah.. di tempat ini juga tersedia masjid yang besar, bersih dan nyaman, ada juga area bermain untuk anak-anak, area berkuda, dan tak lupa tatkala kita lapar tentu saja ada foodcourt yg memanjakan lidah kita",luas nyaman lengkap butuh hari harga murah sedia masjid bersih nyaman area main anak anak area kuda lupa tatkala lapar foodcourt manja lidah,positif,1
"Parkiran sama pintu masuk jauh dan tidak nyaman, smoga kedepanya bisa di pikirkan lagi untuk parkir dan pintu akses masuk agar lebih nyaman dan mamudahkan pembeli",parkir pintu masuk nyaman smoga depa pikir parkir pintu akses masuk nyaman mamudahkan beli,negatif,0
"Parkir luas dan gratis, tersedia berbagai macam kebutuhan sehari-hari. Tersedia juga berbagai macam produk islami sepertu gamis, baju koko, dan lain-lain. Selain itu ada taman bermain untuk anak-anak. Tempat ini juga sering dijadikan tempat pameran buku-buku islam, property syariah, dan pameran islami lainnya. Masjidnya pun besar dan nyaman.",parkir luas gratis sedia butuh hari sedia produk islami sepertu gamis baju koko taman main anak anak jadi pamer buku buku islam property syariah pamer islami masjid nyaman,positif,1
"Tempat belanja, makan, dan jalan2 yang asyik. Gedung utama berisi pusat perbelanjaan, permainan, dll. Terdapat masjid yang besar dengan parkiran yang luas dan tentunya gratis. Disekitar bangunan utama terdapat food garden yang berisi berbagai macam hidangan yang murah dan halal.
Cocok untuk rest area saat mudik atau perjalanan jauh.",belanja makan jalan asyik gedung utama isi pusat belanja main dll masjid parkir luas gratis sekitar bangun utama food garden isi hidang murah halal cocok rest area mudik jalan,positif,1
"Tempat strategis.
Parkir luas&gratis.
Masjid besar.
Arena permainannya murah,satu koin=Rp.1.000,00,ddpn hipermartnya jg ada penyewaan mobil aki,scooter&otoped.Rp.10.000,00/15 menit.
Harga2 di hypermartnya terjangkau.
Harga2 baju2 di stand jg murah2.
Sering ada event2.
Ada jajanan2 di sepanjang dpn pintu masuk,ada ami bakery jg (aneka kue,ada jg gudeng kaleng+sambel goreng kaleng disini).
Ada food court jg disisi sebelah barat.
Ada arena berkuda.
Barber shop.
Ada  stand soloflossroll jg di samping pintu masuk hypermart.
Atm bersama jg disini,jd ga usah khawatir klo kehabisan uang.",strategis parkir luas gratis masjid arena main murah koin rp ddpn hipermartnya sewa mobil aki scooter otoped rp menit harga hypermartnya jangkau harga baju stand murah event jajan dpn pintu masuk ami bakery aneka kue gudeng kaleng sambel goreng kaleng food court sisi belah barat arena kuda barber shop stand soloflossroll samping pintu masuk hypermart atm khawatir habis uang,positif,1
"assalam hypermart yang terletak di jl ahmad yani No 308 pabelan kartosuro sukoharjo jawa tengah, lengkap pilihan produk dan merek nya",assalam hypermart letak jl ahmad yani no pabelan kartosuro sukoharjo jawa lengkap pilih produk merek,positif,1
"Hypermarket yang cukup lengkap dan nyaman, lokasi yang strategis di pinggir jalan utama solo semarang. Belanja keperluan sehari hari maupun bulanan serta bakulan bisa terpenuhi disini. 2 tempat Arena bermain anak dan keluarga, tersedia pujasera di areal parkir, untuk mengobati rasa lapar dan haus, tersedia Barbershop buat pengunjung yg ingin tampil trendy masa kini, tersedia jasa cuci kendaraan, showroom jual beli mobil, ada arena berkuda serta panahan, Toilet bersih serta GRATIS dan yg pasti tersedia juga Masjid ,buat pengunjung yg akan beribadah. Kurang apalagi coba.....Ndang cuss rene",hypermarket lengkap nyaman lokasi strategis pinggir jalan utama solo semarang belanja perlu hari bulan bakul penuh arena main anak keluarga sedia pujasera areal parkir obat lapar haus sedia barbershop unjung tampil trendy sedia jasa cuci kendara showroom jual beli mobil arena kuda panah toilet bersih gratis sedia masjid unjung ibadah coba ndang cuss rene,positif,1
"Tempat berbelanja yang nyaman. Puas. Harga terjangkau.
Recomended",belanja nyaman puas harga jangkau recomended,positif,1
"Cocok untuk berbelanja mingguan atau bulanan, harga terjangkau, suasana tempat sangat nyaman, banyak sekali pilihan berbelanja dari kebutuhan sehari-hari, kebutuhan rumah tangga, buah sayuran serta pakaian dan alamt ibadah juga tersedia. Tidak hanya itu Assalaam Hypermarket juga memiliki parkiran yang luas serta gratis.",cocok belanja minggu bulan harga jangkau suasana nyaman pilih belanja butuh hari butuh rumah tangga buah sayur pakai alamt ibadah sedia assalaam hypermarket milik parkir luas gratis,positif,1
Lumayan dekat dengan jalan raya umum sehingga mudah dijangkau dan harga lumayan ekonomis,lumayan jalan raya mudah jangkau harga lumayan ekonomis,positif,1
"Serba luas dan nyaman, dari tempat parkir, market, masjid dan foodcornernya. Barang lengkap. Petugasnya ramah² dan sangat membantu. Sering ke sini kl pas ada pameran buku. Sayang ini masih pandemi, pameran off.",serba luas nyaman parkir market masjid foodcornernya barang lengkap tugas ramah bantu pas pamer buku sayang pandemi pamer off,positif,1
"Kalo kesini seringnya pas ada pameran buku dan fashion, untuk fashion lumayan banyak tapi menurutku untuk pameran buku semakin kesini makin dikit lapak e... Tapi rutin ada pameran sih. Tempat bersih nyaman. Parkir gratis. Bisa sekalian belanja sabun mandi dan lain-lain kebutuhan pokkk",kalo kesini pas pamer buku fashion fashion lumayan turut pamer buku kesini dikit lapak rutin pamer bersih nyaman parkir gratis belanja sabun mandi butuh pokkk,positif,1
Lokasi sangat dekat dengan jalan besar. Tempat parkir sangat luas. Dekat dengan masjid yang bersih dan bagus. Mukenah juga tersedia cukup. Hypermarket yang lumayan lengkap. Didepan terdapat penjual makanan. Para staff juga ramah dan sabar jika ditanyai oleh pembeli. Mudah untuk mencari barang2 yang dibutuhkan. Untuk harga2 mohon diperjelas lagi. Buah2 annya juga segar dan lumayan banyak jenisnya.,lokasi jalan parkir luas masjid bersih bagus mukenah sedia hypermarket lumayan lengkap depan jual makan staff ramah sabar beli mudah cari barang butuh harga mohon jelas buah annya segar lumayan jenis,positif,1
Lokasi strategis mudah dicari. Kalo pas belanja udah masuk waktu sholat ada masjid di bagian depan. Banyak jajanan di area depan sebelum masuk storenya. Di sediakan foodcourt dengan aneka macam menu yg berlokasi sebelum parkiran motor. Ada juga beberapa stand baju muslim di dalamnya. Beberapa bulan sekali rutin ada bookfair dan moslem fair.,lokasi strategis mudah cari kalo pas belanja masuk sholat masjid jajan area masuk storenya sedia foodcourt aneka menu lokasi parkir motor stand baju muslim dalam rutin bookfair moslem fair,positif,1
"Tempat berbelanja yang lengkap dan cukup nyaman sambil jalan jalan bersama keluarga. Tersedia juga makanan beraneka ragam. Parkir cukup luas, dan lokasi yg sangat mudah dijangkau",belanja lengkap nyaman jalan jalan keluarga sedia makan aneka ragam parkir luas lokasi mudah jangkau,positif,1
"Jangan pernah singgah pesan nasi goreng di mom milk goro assalam. Tidak antri saja nunggu nya hampir 1 jam, salah penyajian dan rasa ga karuan. Kapok banget, cukup sekali pesan makanan di mom milk goro assalam.",singgah pesan nasi goreng mom milk goro assalam antri nunggu jam salah saji karuan kapok pesan makan mom milk goro assalam,negatif,0
"Belanja ecer harga grosir ya disini. Komplit mulai dari peratan rumah tangga, kebutuhan pokok, ikan segar, dan alat tukang juga ada. Area parkir luas dan gratis. Ada masjid juga",belanja ecer harga grosir ya komplit perat rumah tangga butuh pokok ikan segar alat tukang area parkir luas gratis masjid,positif,1
"Tempat belanja mal lengkap bernuansa islami di surakarta. Masjidnya besar jamaahnya ramai, imamnya bagus. Parkir luas gratis... Tempat maen anak, Food court dan tempat selter jajanannya banyak, ada rocket chicken juga sekarang. Sering diadakan pameran dan event bernuansa islami",belanja mal lengkap nuansa islami surakarta masjid jamaah ramai imam bagus parkir luas gratis maen anak food court selter jajan rocket chicken ada pamer event nuansa islami,positif,1
"Assalaam Hypermart (yang saat saya masih kecil bernama Goro Assalaam) yang terletak di jalan Ahmad Yani (jalan raya Kartasura-Solo) ini sudah lama berdiri, sejak saya masih kelas 3 SD. Dan saat ini usia saya sudah 32 tahun.
Banyak sekali perubahan yang terjadi di pusat oerbelanjaan ini. Masjid yang sekarang ini sudah berubah menjadi masjid yang besar, bahkan bisa saya katakan sekelas dengan masjid raya. Nyaman sekali untuk beribadah, jadi saat kita berbelanja disini dan sudah tiba saat nya sholat, kita tinggal datang saja di masjid ini. Masjidnya sangat bersih dan sangat terawat sekali. Antara jamaah putra dan putri sudah terpisah.

Sekarang juga sudah ada area kulinernya juga lho. Kalau lapar tonggal datang saja di area kuliner yang berada di sebelah kanan dari bangunan utama Assalaam Hypermart ini.

Didepan bangunan utamanya ada beberapa area penjual makanan kecil yang tertata dengan rapi, seperti penjual Goklat, Tempe Mendoan Jumbo, Sosis bakar, es teh, dan lain lain.

Ada tempat untuk wisata naik kuda juga lho dibagian belakang, setelah tempat parkir sepeda motor.

Setiap tiga bulan sekali di Assalaam Hypermart insya Allah selalu diadakan bazar buku dan bazar islami. Kalau sedang bazar, saya suka sekali datang kesini karena buku buku yang dijual bervariasi dan murah meriah. Juga banyak sekali busana busana muslim yang murah juga tentunya.

O iya kalau mau menjadi member, gratis kok, nanti akan diberikan member card, dan pastinya ada promo promo seru bila menjadi member di Assalaam Hypermart.

Pokoknya cocok untuk keluarga, sekedar jalan jalan ataupun berbelanja barang kebutuhan yang banyak. Recomended bangat deh.",assalaam hypermart nama goro assalaam letak jalan ahmad yani jalan raya kartasura solo diri kelas sd usia ubah pusat oerbelanjaan masjid ubah masjid kelas masjid raya nyaman ibadah belanja sholat tinggal masjid masjid bersih awat jamaah putra putri pisah area kuliner lho lapar tonggal area kuliner belah kanan bangun utama assalaam hypermart depan bangun utama area jual makan tata rapi jual goklat tempe mendoan jumbo sosis bakar es teh wisata kuda lho bagi parkir sepeda motor assalaam hypermart insya allah ada bazar buku bazar islami bazar suka kesini buku buku jual variasi murah riah busana busana muslim murah iya member gratis member card pasti promosi promosi seru member assalaam hypermart pokok cocok keluarga dar jalan jalan belanja barang butuh recomended bangat,positif,1
"Luas, tempat parkir luas, nyaman berbelanja, ada kids fun & fun city buat bermain anak2, food court banyak pilihan, banyak gerai busana muslim, sering ada pameran buku. Harga barang2 lebig terjangkau daripada mall disekitar",luas parkir luas nyaman belanja kids fun fun city main anak food court pilih gerai busana muslim pamer buku harga barang lebig jangkau mall sekitar,positif,1
